UF,MUNICÍPIO,DDD
RS,ROQUE GONZALES,55
RS,ROSÁRIO DO SUL,55
RS,SAGRADA FAMÍLIA,55
RS,SALDANHA MARINHO,55
RS,SALTO DO JACUÍ,55
RS,SALVADOR DAS MISSÕES,55
RS,SALVADOR DO SUL,51
RS,SANANDUVA,54
RS,SANTA BÁRBARA DO SUL,55
RS,SANTA CECILIA DO SUL,54
RS,SANTA CLARA DO SUL,51
RS,SANTA CRUZ DO SUL,51
RS,SANTA MARGARIDA DO SUL,55
RS,SANTA MARIA,55
RS,SANTA MARIA DO HERVAL,51
RS,SANTA ROSA,55
RS,SANTA TEREZA,54
RS,SANTA VITÓRIA DO PALMAR,53
RS,SANTANA DA BOA VISTA,53
RS,SANTANA DO LIVRAMENTO,55
RS,SANTIAGO,55
RS,SANTO ÂNGELO,55
RS,SANTO ANTÔNIO DA PATRULHA,51
RS,SANTO ANTÔNIO DAS MISSÕES,55
RS,SANTO ANTÔNIO DO PALMA,54
RS,SANTO ANTÔNIO DO PLANALTO,54
RS,SANTO AUGUSTO,55
RS,SANTO CRISTO,55
RS,SANTO EXPEDITO DO SUL,54
RS,SÃO BORJA,55
RS,SÃO DOMINGOS DO SUL,54
RS,SÃO FRANCISCO DE ASSIS,55
RS,SÃO FRANCISCO DE PAULA,54
RS,SÃO GABRIEL,55
RS,SÃO JERÔNIMO,51
RS,SÃO JOÃO DA URTIGA,54
RS,SÃO JOÃO DO POLÊSINE,55
RS,SÃO JORGE,54
RS,SÃO JOSÉ DAS MISSÕES,55
RS,SÃO JOSÉ DO HERVAL,54
RS,SÃO JOSÉ DO HORTÊNCIO,51
RS,SÃO JOSÉ DO INHACORÁ,55
RS,SÃO JOSÉ DO NORTE,53
RS,SÃO JOSÉ DO OURO,54
RS,SAO JOSE DO SUL,51
RS,SÃO JOSÉ DOS AUSENTES,54
RS,SÃO LEOPOLDO,51
RS,SÃO LOURENÇO DO SUL,53
RS,SÃO LUIZ GONZAGA,55
RS,SÃO MARCOS,54
RS,SÃO MARTINHO,55
RS,SÃO MARTINHO DA SERRA,55
RS,SÃO MIGUEL DAS MISSÕES,55
RS,SÃO NICOLAU,55
RS,SÃO PAULO DAS MISSÕES,55
RS,SÃO PEDRO DA SERRA,51
RS,SAO PEDRO DAS MISSÕES,55
RS,SÃO PEDRO DO BUTIÁ,55
RS,SÃO PEDRO DO SUL,55
RS,SÃO SEBASTIÃO DO CAÍ,51
RS,SÃO SEPÉ,55
RS,SÃO VALENTIM,54
RS,SÃO VALENTIM DO SUL,54
RS,SÃO VALÉRIO DO SUL,55
RS,SÃO VENDELINO,51
RS,SÃO VICENTE DO SUL,55
RS,SAPIRANGA,51
RS,SAPUCAIA DO SUL,51
RS,SARANDI,54
RS,SEBERI,55
RS,SEDE NOVA,55
RS,SEGREDO,51
RS,SELBACH,54
RS,SENADOR SALGADO FILHO,55
RS,SENTINELA DO SUL,51
RS,SERAFINA CORRÊA,54
RS,SÉRIO,51
RS,SERTÃO,54
RS,SERTÃO SANTANA,51
RS,SETE DE SETEMBRO,55
RS,SEVERIANO DE ALMEIDA,54
RS,SILVEIRA MARTINS,55
RS,SINIMBU,51
RS,SOBRADINHO,51
RS,SOLEDADE,54
RS,TABAÍ,51
RS,TAPEJARA,54
RS,TAPERA,54
RS,TAPES,51
RS,TAQUARA,51
RS,TAQUARI,51
RS,TAQUARUÇU DO SUL,55
RS,TAVARES,51
RS,TENENTE PORTELA,55
RS,TERRA DE AREIA,51
RS,TEUTÔNIA,51
RS,TIO HUGO,54
RS,TIRADENTES DO SUL,55
RS,TOROPI,55
RS,TORRES,51
RS,TRAMANDAÍ,51
RS,TRAVESSEIRO,51
RS,TRÊS ARROIOS,54
RS,TRÊS CACHOEIRAS,51
RS,TRÊS COROAS,51
RS,TRÊS DE MAIO,55
RS,TRÊS FORQUILHAS,51
RS,TRÊS PALMEIRAS,54
RS,TRÊS PASSOS,55
RS,TRINDADE DO SUL,54
RS,TRIUNFO,51
RS,TUCUNDUVA,55
RS,TUNAS,51
RS,TUPANCI DO SUL,54
RS,TUPANCIRETÃ,55
RS,TUPANDI,51
RS,TUPARENDI,55
RS,TURUÇU,53
RS,UBIRETAMA,55
RS,UNIÃO DA SERRA,54
RS,UNISTALDA,55
RS,URUGUAIANA,55
RS,VACARIA,54
RS,VALE DO SOL,51
RS,VALE REAL,51
RS,VALE VERDE,51
RS,VANINI,54
RS,VENÂNCIO AIRES,51
RS,VERA CRUZ,51
RS,VERANÓPOLIS,54
RS,VESPASIANO CORREA,51
RS,VIADUTOS,54
RS,VIAMÃO,51
RS,VICENTE DUTRA,55
RS,VICTOR GRAEFF,54
RS,VILA FLORES,54
RS,VILA LÂNGARO,54
RS,VILA MARIA,54
RS,VILA NOVA DO SUL,55
RS,VISTA ALEGRE,55
RS,VISTA ALEGRE DO PRATA,54
RS,VISTA GAÚCHA,55
RS,VITÓRIA DAS MISSÕES,55
RS,WESTFALIA,51
RS,XANGRI-LÁ,51
SC,ABDON BATISTA,49
SC,ABELARDO LUZ,49
SC,AGROLÂNDIA,47
SC,AGRONÔMICA,47
SC,ÁGUA DOCE,49
SC,ÁGUAS DE CHAPECÓ,49
SC,ÁGUAS FRIAS,49
SC,ÁGUAS MORNAS,48
SC,ALFREDO WAGNER,48
SC,ALTO BELA VISTA,49
SC,ANCHIETA,49
SC,ANGELINA,48
SC,ANITA GARIBALDI,49
SC,ANITÁPOLIS,48
SC,ANTÔNIO CARLOS,48
SC,APIÚNA,47
SC,ARABUTÃ,49
SC,ARAQUARI,47
SC,ARARANGUÁ,48
SC,ARMAZÉM,48
SC,ARROIO TRINTA,49
SC,ARVOREDO,49
SC,ASCURRA,47
SC,ATALANTA,47
SC,AURORA,47
SC,BALNEÁRIO ARROIO DO SILVA,48
SC,BALNEÁRIO BARRA DO SUL,47
SC,BALNEÁRIO CAMBORIÚ,47
SC,BALNEÁRIO GAIVOTA,48
SC,BALNEÁRIO RINCÃO,48
SC,BANDEIRANTE,49
SC,BARRA BONITA,49
SC,BARRA VELHA,47
SC,BELA VISTA DO TOLDO,47
SC,BELMONTE,49
SC,BENEDITO NOVO,47
SC,BIGUAÇU,48
SC,BLUMENAU,47
SC,BOCAINA DO SUL,49
SC,BOM JARDIM DA SERRA,49
SC,BOM JESUS,49
SC,BOM JESUS DO OESTE,49
SC,BOM RETIRO,49
SC,BOMBINHAS,47
SC,BOTUVERÁ,47
SC,BRAÇO DO NORTE,48
SC,BRAÇO DO TROMBUDO,47
SC,BRUNÓPOLIS,49
SC,BRUSQUE,47
SC,CAÇADOR,49
SC,CAIBI,49
SC,CALMON,49
SC,CAMBORIÚ,47
SC,CAMPO ALEGRE,47
SC,CAMPO BELO DO SUL,49
SC,CAMPO ERÊ,49
SC,CAMPOS NOVOS,49
SC,CANELINHA,48
SC,CANOINHAS,47
SC,CAPÃO ALTO,49
SC,CAPINZAL,49
SC,CAPIVARI DE BAIXO,48
SC,CATANDUVAS,49
SC,CAXAMBU DO SUL,49
SC,CELSO RAMOS,49
SC,CERRO NEGRO,49
SC,CHAPADÃO DO LAGEADO,47
SC,CHAPECÓ,49
SC,COCAL DO SUL,48
SC,CONCÓRDIA,49
SC,CORDILHEIRA ALTA,49
SC,CORONEL FREITAS,49
SC,CORONEL MARTINS,49
SC,CORREIA PINTO,49
SC,CORUPÁ,47
SC,CRICIÚMA,48
SC,CUNHA PORÃ,49
SC,CUNHATAÍ,49
SC,CURITIBANOS,49
SC,DESCANSO,49
SC,DIONÍSIO CERQUEIRA,49
SC,DONA EMMA,47
SC,DOUTOR PEDRINHO,47
SC,ENTRE RIOS,49
SC,ERMO,48
SC,ERVAL VELHO,49
SC,FAXINAL DOS GUEDES,49
SC,FLOR DO SERTÃO,49
SC,FLORIANÓPOLIS,48
SC,FORMOSA DO SUL,49
SC,FORQUILHINHA,48
SC,FRAIBURGO,49
SC,FREI ROGÉRIO,49
SC,GALVÃO,49
SC,GAROPABA,48
SC,GARUVA,47
SC,GASPAR,47
SC,GOVERNADOR CELSO RAMOS,48
SC,GRÃO PARÁ,48
SC,GRAVATAL,48
SC,GUABIRUBA,47
SC,GUARACIABA,49
SC,GUARAMIRIM,47
SC,GUARUJÁ DO SUL,49
SC,GUATAMBÚ,49
SC,HERVAL D'OESTE,49
SC,IBIAM,49
SC,IBICARÉ,49
SC,IBIRAMA,47
SC,IÇARA,48
SC,ILHOTA,47
SC,IMARUÍ,48
SC,IMBITUBA,48
SC,IMBUIA,47
SC,INDAIAL,47
SC,IOMERÊ,49
SC,IPIRA,49
SC,IPORÃ DO OESTE,49
SC,IPUAÇU,49
SC,IPUMIRIM,49
SC,IRACEMINHA,49
SC,IRANI,49
SC,IRATI,49
SC,IRINEÓPOLIS,47
SC,ITÁ,49
SC,ITAIÓPOLIS,47
SC,ITAJAÍ,47
SC,ITAPEMA,47
SC,ITAPIRANGA,49
SC,ITAPOÁ,47
SC,ITUPORANGA,47
SC,JABORÁ,49
SC,JACINTO MACHADO,48
SC,JAGUARUNA,48
SC,JARAGUÁ DO SUL,47
SC,JARDINÓPOLIS,49
SC,JOAÇABA,49
SC,JOINVILLE,47
SC,JOSÉ BOITEUX,47
SC,JUPIÁ,49
SC,LACERDÓPOLIS,49
SC,LAGES,49
SC,LAGUNA,48
SC,LAJEADO GRANDE,49
SC,LAURENTINO,47
SC,LAURO MULLER,48
SC,LEBON RÉGIS,49
SC,LEOBERTO LEAL,48
SC,LINDÓIA DO SUL,49
SC,LONTRAS,47
SC,LUIZ ALVES,47
SC,LUZERNA,49
SC,MACIEIRA,49
SC,MAFRA,47
SC,MAJOR GERCINO,48
SC,MAJOR VIEIRA,47
SC,MARACAJÁ,48
SC,MARAVILHA,49
SC,MAREMA,49
SC,MASSARANDUBA,47
SC,MATOS COSTA,49
SC,MELEIRO,48
SC,MIRIM DOCE,47
SC,MODELO,49
SC,MONDAÍ,49
SC,MONTE CARLO,49
SC,MONTE CASTELO,47
SC,MORRO DA FUMAÇA,48
SC,MORRO GRANDE,48
SC,NAVEGANTES,47
SC,NOVA ERECHIM,49
SC,NOVA ITABERABA,49
SC,NOVA TRENTO,48
SC,NOVA VENEZA,48
SC,NOVO HORIZONTE,49
SC,ORLEANS,48
SC,OTACÍLIO COSTA,49
SC,OURO,49
SC,OURO VERDE,49
SC,PAIAL,49
SC,PAINEL,49
SC,PALHOÇA,48
SC,PALMA SOLA,49
SC,PALMEIRA,49
SC,PALMITOS,49
SC,PAPANDUVA,47
SC,PARAÍSO,49
SC,PASSO DE TORRES,48
SC,PASSOS MAIA,49
SC,PAULO LOPES,48
SC,PEDRAS GRANDES,48
SC,PENHA,47
SC,PERITIBA,49
SC,PESCARIA BRAVA,48
SC,PETROLÂNDIA,47
SC,PIÇARRAS,47
SC,PINHALZINHO,49
SC,PINHEIRO PRETO,49
SC,PIRATUBA,49
SC,PLANALTO ALEGRE,49
SC,POMERODE,47
SC,PONTE ALTA,49
SC,PONTE ALTA DO NORTE,49
SC,PONTE SERRADA,49
SC,PORTO BELO,47
SC,PORTO UNIÃO,42
SC,POUSO REDONDO,47
SC,PRAIA GRANDE,48
SC,PRESIDENTE CASTELO BRANCO,49
SC,PRESIDENTE GETÚLIO,47
SC,PRESIDENTE NEREU,47
SC,PRINCESA,49
SC,QUILOMBO,49
SC,RANCHO QUEIMADO,48
SC,RIO DAS ANTAS,49
SC,RIO DO CAMPO,47
SC,RIO DO OESTE,47
SC,RIO DO SUL,47
SC,RIO DOS CEDROS,47
SC,RIO FORTUNA,48
SC,RIO NEGRINHO,47
SC,RIO RUFINO,49
SC,RIQUEZA,49
SC,RODEIO,47
SC,ROMELÂNDIA,49
SC,SALETE,47
SC,SALTINHO,49
SC,SALTO VELOSO,49
SC,SANGÃO,48
SC,SANTA CECÍLIA,49
SC,SANTA HELENA,49
SC,SANTA ROSA DE LIMA,48
SC,SANTA ROSA DO SUL,48
SC,SANTA TEREZINHA,47
SC,SANTA TEREZINHA DO PROGRESSO,49
SC,SANTIAGO DO SUL,49
SC,SANTO AMARO DA IMPERATRIZ,48
SC,SÃO BENTO DO SUL,47
SC,SÃO BERNARDINO,49
SC,SÃO BONIFÁCIO,48
SC,SÃO CARLOS,49
SC,SÃO CRISTOVÃO DO SUL,49
SC,SÃO DOMINGOS,49
SC,SÃO FRANCISCO DO SUL,47
SC,SÃO JOÃO BATISTA,48
SC,SÃO JOÃO DO ITAPERIÚ,47
SC,SÃO JOÃO DO OESTE,49
SC,SÃO JOÃO DO SUL,48
SC,SÃO JOAQUIM,49
SC,SÃO JOSÉ,48
SC,SÃO JOSÉ DO CEDRO,49
SC,SÃO JOSÉ DO CERRITO,49
SC,SÃO LOURENÇO DO OESTE,49
SC,SÃO LUDGERO,48
SC,SÃO MARTINHO,48
SC,SÃO MIGUEL D'OESTE,49
SC,SÃO MIGUEL DA BOA VISTA,49
SC,SÃO PEDRO DE ALCÂNTARA,48
SC,SAUDADES,49
SC,SCHROEDER,47
SC,SEARA,49
SC,SERRA ALTA,49
SC,SIDERÓPOLIS,48
SC,SOMBRIO,48
SC,SUL BRASIL,49
SC,TAIÓ,47
SC,TANGARÁ,49
SC,TIGRINHOS,49
SC,TIJUCAS,48
SC,TIMBÉ DO SUL,48
SC,TIMBÓ,47
SC,TIMBÓ GRANDE,49
SC,TRÊS BARRAS,47
SC,TREVISO,48
SC,TREZE DE MAIO,48
SC,TREZE TÍLIAS,49
SC,TROMBUDO CENTRAL,47
SC,TUBARÃO,48
SC,TUNÁPOLIS,49
SC,TURVO,48
SC,UNIÃO DO OESTE,49
SC,URUBICI,49
SC,URUPEMA,49
SC,URUSSANGA,48
SC,VARGEÃO,49
SC,VARGEM,49
SC,VARGEM BONITA,49
SC,VIDAL RAMOS,47
SC,VIDEIRA,49
SC,VITOR MEIRELES,47
SC,WITMARSUM,47
SC,XANXERÊ,49
SC,XAVANTINA,49
SC,XAXIM,49
SC,ZORTÉA,49
SE,AMPARO DE SÃO FRANCISCO,79
SE,AQUIDABÃ,79
SE,ARACAJU,79
SE,ARAUÁ,79
SE,AREIA BRANCA,79
SE,BARRA DOS COQUEIROS,79
SE,BOQUIM,79
SE,BREJO GRANDE,79
SE,CAMPO DO BRITO,79
SE,CANHOBA,79
SE,CANINDÉ DE SÃO FRANCISCO,79
SE,CAPELA,79
SE,CARIRA,79
SE,CARMÓPOLIS,79
SE,CEDRO DE SÃO JOÃO,79
SE,CRISTINÁPOLIS,79
SE,CUMBE,79
SE,DIVINA PASTORA,79
SE,ESTÂNCIA,79
SE,FEIRA NOVA,79
SE,FREI PAULO,79
SE,GARARU,79
SE,GENERAL MAYNARD,79
SE,GRACHO CARDOSO,79
SE,ILHA DAS FLORES,79
SE,INDIAROBA,79
SE,ITABAIANA,79
SE,ITABAIANINHA,79
SE,ITABI,79
SE,ITAPORANGA D'AJUDA,79
SE,JAPARATUBA,79
SE,JAPOATÃ,79
SE,LAGARTO,79
SE,LARANJEIRAS,79
SE,MACAMBIRA,79
SE,MALHADA DOS BOIS,79
SE,MALHADOR,79
SE,MARUIM,79
SE,MOITA BONITA,79
SE,MONTE ALEGRE DE SERGIPE,79
SE,MURIBECA,79
SE,NEÓPOLIS,79
SE,NOSSA SENHORA APARECIDA,79
SE,NOSSA SENHORA DA GLÓRIA,79
SE,NOSSA SENHORA DAS DORES,79
SE,NOSSA SENHORA DE LOURDES,79
SE,NOSSA SENHORA DO SOCORRO,79
SE,PACATUBA,79
SE,PEDRA MOLE,79
SE,PEDRINHAS,79
SE,PINHÃO,79
SE,PIRAMBU,79
SE,POÇO REDONDO,79
SE,POÇO VERDE,79
SE,PORTO DA FOLHA,79
SE,PROPRIÁ,79
SE,RIACHÃO DO DANTAS,79
SE,RIACHUELO,79
SE,RIBEIRÓPOLIS,79
SE,ROSÁRIO DO CATETE,79
SE,SALGADO,79
SE,SANTA LUZIA DO ITANHY,79
SE,SANTA ROSA DE LIMA,79
SE,SANTANA DO SÃO FRANCISCO,79
SE,SANTO AMARO DAS BROTAS,79
SE,SÃO CRISTÓVÃO,79
SE,SÃO DOMINGOS,79
SE,SÃO FRANCISCO,79
SE,SÃO MIGUEL DO ALEIXO,79
SE,SIMÃO DIAS,79
SE,SIRIRI,79
SE,TELHA,79
SE,TOBIAS BARRETO,79
SE,TOMAR DO GERU,79
SE,UMBAÚBA,79
SP,ADAMANTINA,18
SP,ADOLFO,17
SP,AGUAÍ,19
SP,ÁGUAS DA PRATA,19
SP,ÁGUAS DE LINDÓIA,19
SP,ÁGUAS DE SANTA BÁRBARA,14
SP,ÁGUAS DE SÃO PEDRO,19
SP,AGUDOS,14
SP,ALAMBARI,15
SP,ALFREDO MARCONDES,18
SP,ALTAIR,17
SP,ALTINÓPOLIS,16
SP,ALTO ALEGRE,18
SP,ALUMÍNIO,11
SP,ÁLVARES FLORENCE,17
SP,ÁLVARES MACHADO,18
SP,ÁLVARO DE CARVALHO,14
SP,ALVINLÂNDIA,14
SP,AMERICANA,19
SP,AMÉRICO BRASILIENSE,16
SP,AMÉRICO DE CAMPOS,17
SP,AMPARO,19
SP,ANALÂNDIA,19
SP,ANDRADINA,18
SP,ANGATUBA,15
SP,ANHEMBI,14
SP,ANHUMAS,18
SP,APARECIDA,12
SP,APARECIDA D'OESTE,17
SP,APIAÍ,15
SP,ARAÇARIGUAMA,11
SP,ARAÇATUBA,18
SP,ARAÇOIABA DA SERRA,15
SP,ARAMINA,16
SP,ARANDU,14
SP,ARAPEÍ,12
SP,ARARAQUARA,16
SP,ARARAS,19
SP,ARCO-ÍRIS,14
SP,AREALVA,14
SP,AREIAS,12
SP,AREIÓPOLIS,14
SP,ARIRANHA,17
SP,ARTUR NOGUEIRA,19
SP,ARUJÁ,11
SP,ASPÁSIA,17
SP,ASSIS,18
SP,ATIBAIA,11
SP,AURIFLAMA,17
SP,AVAÍ,14
SP,AVANHANDAVA,18
SP,AVARÉ,14
SP,BADY BASSITT,17
SP,BALBINOS,14
SP,BÁLSAMO,17
SP,BANANAL,12
SP,BARÃO DE ANTONINA,15
SP,BARBOSA,18
SP,BARIRI,14
SP,BARRA BONITA,14
SP,BARRA DO CHAPÉU,15
SP,BARRA DO TURVO,15
SP,BARRETOS,17
SP,BARRINHA,16
SP,BARUERI,11
SP,BASTOS,14
SP,BATATAIS,16
SP,BAURU,14
SP,BEBEDOURO,17
SP,BENTO DE ABREU,18
SP,BERNARDINO DE CAMPOS,14
SP,BERTIOGA,13
SP,BILAC,18
SP,BIRIGUI,18
SP,BIRITIBA-MIRIM,11
SP,BOA ESPERANÇA DO SUL,16
SP,BOCAINA,14
SP,BOFETE,14
SP,BOITUVA,15
SP,BOM JESUS DOS PERDÕES,11
SP,BOM SUCESSO DE ITARARÉ,15
SP,BORÁ,18
SP,BORACÉIA,14
SP,BORBOREMA,16
SP,BOREBI,14
SP,BOTUCATU,14
SP,BRAGANÇA PAULISTA,11
SP,BRAÚNA,18
SP,BREJO ALEGRE,18
SP,BRODÓSQUI,16
SP,BROTAS,14
SP,BURI,15
SP,BURITAMA,18
SP,BURITIZAL,16
SP,CABRÁLIA PAULISTA,14
SP,CABREÚVA,11
SP,CAÇAPAVA,12
SP,CACHOEIRA PAULISTA,12
SP,CACONDE,19
SP,CAFELÂNDIA,14
SP,CAIABU,18
SP,CAIEIRAS,11
SP,CAIUÁ,18
SP,CAJAMAR,11
SP,CAJATI,13
SP,CAJOBI,17
SP,CAJURU,16
SP,CAMPINA DO MONTE ALEGRE,15
SP,CAMPINAS,19
SP,CAMPO LIMPO PAULISTA,11
SP,CAMPOS DO JORDÃO,12
SP,CAMPOS NOVOS PAULISTA,14
SP,CANANÉIA,13
SP,CANAS,12
SP,CÂNDIDO MOTA,18
SP,CÂNDIDO RODRIGUES,16
SP,CANITAR,14
SP,CAPÃO BONITO,15
SP,CAPELA DO ALTO,15
SP,CAPIVARI,19
SP,CARAGUATATUBA,12
SP,CARAPICUÍBA,11
SP,CARDOSO,17
SP,CASA BRANCA,19
SP,CÁSSIA DOS COQUEIROS,16
SP,CASTILHO,18
SP,CATANDUVA,17
SP,CATIGUÁ,17
SP,CEDRAL,17
SP,CERQUEIRA CÉSAR,14
SP,CERQUILHO,15
SP,CESÁRIO LANGE,15
SP,CHARQUEADA,19
SP,CHAVANTES,14
SP,CLEMENTINA,18
SP,COLINA,17
SP,COLÔMBIA,17
SP,CONCHAL,19
SP,CONCHAS,14
SP,CORDEIRÓPOLIS,19
SP,COROADOS,18
SP,CORONEL MACEDO,14
SP,CORUMBATAÍ,19
SP,COSMÓPOLIS,19
SP,COSMORAMA,17
SP,COTIA,11
SP,CRAVINHOS,16
SP,CRISTAIS PAULISTA,16
SP,CRUZÁLIA,18
SP,CRUZEIRO,12
SP,CUBATÃO,13
SP,CUNHA,12
SP,DESCALVADO,19
SP,DIADEMA,11
SP,DIRCE REIS,17
SP,DIVINOLÂNDIA,19
SP,DOBRADA,16
SP,DOIS CÓRREGOS,14
SP,DOLCINÓPOLIS,17
SP,DOURADO,16
SP,DRACENA,18
SP,DUARTINA,14
SP,DUMONT,16
SP,ECHAPORÃ,18
SP,ELDORADO,13
SP,ELIAS FAUSTO,19
SP,ELISIÁRIO,17
SP,EMBAÚBA,17
SP,EMBU,11
SP,EMBU-GUAÇU,11
SP,EMILIANÓPOLIS,18
SP,ENGENHEIRO COELHO,19
SP,ESPÍRITO SANTO DO PINHAL,19
SP,ESPÍRITO SANTO DO TURVO,14
SP,ESTIVA GERBI,19
SP,ESTRELA D'OESTE,17
SP,ESTRELA DO NORTE,18
SP,EUCLIDES DA CUNHA PAULISTA,18
SP,FARTURA,14
SP,FERNANDO PRESTES,16
SP,FERNANDÓPOLIS,17
SP,FERNÃO,14
SP,FERRAZ DE VASCONCELOS,11
SP,FLORA RICA,18
SP,FLOREAL,17
SP,FLÓRIDA PAULISTA,18
SP,FLORÍNIA,18
SP,FRANCA,16
SP,FRANCISCO MORATO,11
SP,FRANCO DA ROCHA,11
SP,GABRIEL MONTEIRO,18
SP,GÁLIA,14
SP,GARÇA,14
SP,GASTÃO VIDIGAL,17
SP,GAVIÃO PEIXOTO,16
SP,GENERAL SALGADO,17
SP,GETULINA,14
SP,GLICÉRIO,18
SP,GUAIÇARA,14
SP,GUAIMBÊ,14
SP,GUAÍRA,17
SP,GUAPIAÇU,17
SP,GUAPIARA,15
SP,GUARÁ,16
SP,GUARAÇAÍ,18
SP,GUARACI,17
SP,GUARANI D'OESTE,17
SP,GUARANTÃ,14
SP,GUARARAPES,18
SP,GUARAREMA,11
SP,GUARATINGUETÁ,12
SP,GUAREÍ,15
SP,GUARIBA,16
SP,GUARUJÁ,13
SP,GUARULHOS,11
SP,GUATAPARÁ,16
SP,GUZOLÂNDIA,17
SP,HERCULÂNDIA,14
SP,HOLAMBRA,19
SP,HORTOLÂNDIA,19
SP,IACANGA,14
SP,IACRI,14
SP,IARAS,14
SP,IBATÉ,16
SP,IBIRÁ,17
SP,IBIRAREMA,14
SP,IBITINGA,16
SP,IBIÚNA,15
SP,ICÉM,17
SP,IEPÊ,18
SP,IGARAÇU DO TIETÊ,14
SP,IGARAPAVA,16
SP,IGARATÁ,11
SP,IGUAPE,13
SP,ILHA COMPRIDA,13
SP,ILHA SOLTEIRA,18
SP,ILHABELA,12
SP,INDAIATUBA,19
SP,INDIANA,18
SP,INDIAPORÃ,17
SP,INÚBIA PAULISTA,18
SP,IPAUÇU,14
SP,IPERÓ,15
SP,IPEÚNA,19
SP,IPIGUÁ,17
SP,IPORANGA,15
SP,IPUÃ,16
SP,IRACEMÁPOLIS,19
SP,IRAPUÃ,17
SP,IRAPURU,18
SP,ITABERÁ,15
SP,ITAÍ,14
SP,ITAJOBI,17
SP,ITAJU,14
SP,ITANHAÉM,13
SP,ITAÓCA,15
SP,ITAPECERICA DA SERRA,11
SP,ITAPETININGA,15
SP,ITAPEVA,15
SP,ITAPEVI,11
SP,ITAPIRA,19
SP,ITAPIRAPUÃ PAULISTA,15
SP,ITÁPOLIS,16
SP,ITAPORANGA,15
SP,ITAPUÍ,14
SP,ITAPURA,18
SP,ITAQUAQUECETUBA,11
SP,ITARARÉ,15
SP,ITARIRI,13
SP,ITATIBA,11
SP,ITATINGA,14
SP,ITIRAPINA,19
SP,ITIRAPUÃ,16
SP,ITOBI,19
SP,ITU,11
SP,ITUPEVA,11
SP,ITUVERAVA,16
SP,JABORANDI,17
SP,JABOTICABAL,16
SP,JACAREÍ,12
SP,JACI,17
SP,JACUPIRANGA,13
SP,JAGUARIÚNA,19
SP,JALES,17
SP,JAMBEIRO,12
SP,JANDIRA,11
SP,JARDINÓPOLIS,16
SP,JARINU,11
SP,JAÚ,14
SP,JERIQUARA,16
SP,JOANÓPOLIS,11
SP,JOÃO RAMALHO,18
SP,JOSÉ BONIFÁCIO,17
SP,JÚLIO MESQUITA,14
SP,JUMIRIM,15
SP,JUNDIAÍ,11
SP,JUNQUEIRÓPOLIS,18
SP,JUQUIÁ,13
SP,JUQUITIBA,11
SP,LAGOINHA,12
SP,LARANJAL PAULISTA,15
SP,LAVÍNIA,18
SP,LAVRINHAS,12
SP,LEME,19
SP,LENÇÓIS PAULISTA,14
SP,LIMEIRA,19
SP,LINDÓIA,19
SP,LINS,14
SP,LORENA,12
SP,LOURDES,18
SP,LOUVEIRA,19
SP,LUCÉLIA,18
SP,LUCIANÓPOLIS,14
SP,LUÍS ANTÔNIO,16
SP,LUIZIÂNIA,18
SP,LUPÉRCIO,14
SP,LUTÉCIA,18
SP,MACATUBA,14
SP,MACAUBAL,17
SP,MACEDÔNIA,17
SP,MAGDA,17
SP,MAIRINQUE,11
SP,MAIRIPORÃ,11
SP,MANDURI,14
SP,MARABÁ PAULISTA,18
SP,MARACAÍ,18
SP,MARAPOAMA,17
SP,MARIÁPOLIS,18
SP,MARÍLIA,14
SP,MARINÓPOLIS,17
SP,MARTINÓPOLIS,18
SP,MATÃO,16
SP,MAUÁ,11
SP,MENDONÇA,17
SP,MERIDIANO,17
SP,MESÓPOLIS,17
SP,MIGUELÓPOLIS,16
SP,MINEIROS DO TIETÊ,14
SP,MIRA ESTRELA,17
SP,MIRACATU,13
SP,MIRANDÓPOLIS,18
SP,MIRANTE DO PARANAPANEMA,18
SP,MIRASSOL,17
SP,MIRASSOLÂNDIA,17
SP,MOCOCA,19
SP,MOGI DAS CRUZES,11
SP,MOGI-GUAÇU,19
SP,MOGI-MIRIM,19
SP,MOMBUCA,19
SP,MONÇÕES,17
SP,MONGAGUÁ,13
SP,MONTE ALEGRE DO SUL,19
SP,MONTE ALTO,16
SP,MONTE APRAZÍVEL,17
SP,MONTE AZUL PAULISTA,17
SP,MONTE CASTELO,18
SP,MONTE MOR,19
SP,MONTEIRO LOBATO,12
SP,MORRO AGUDO,16
SP,MORUNGABA,11
SP,MOTUCA,16
SP,MURUTINGA DO SUL,18
SP,NANTES,18
SP,NARANDIBA,18
SP,NATIVIDADE DA SERRA,12
SP,NAZARÉ PAULISTA,11
SP,NEVES PAULISTA,17
SP,NHANDEARA,17
SP,NIPOÃ,17
SP,NOVA ALIANÇA,17
SP,NOVA CAMPINA,15
SP,NOVA CANAÃ PAULISTA,17
SP,NOVA CASTILHO,17
SP,NOVA EUROPA,16
SP,NOVA GRANADA,17
SP,NOVA GUATAPORANGA,18
SP,NOVA INDEPENDÊNCIA,18
SP,NOVA LUZITÂNIA,17
SP,NOVA ODESSA,19
SP,NOVAIS,17
SP,NOVO HORIZONTE,17
SP,NUPORANGA,16
SP,OCAUÇU,14
SP,ÓLEO,14
SP,OLÍMPIA,17
SP,ONDA VERDE,17
SP,ORIENTE,14
SP,ORINDIÚVA,17
SP,ORLÂNDIA,16
SP,OSASCO,11
SP,OSCAR BRESSANE,14
