UF,MUNICIPIO,COD_MUNICIPIO,CN
RS,PINTO BANDEIRA,4314548,54
RS,PIRAPÓ,4314555,55
RS,PIRATINI,4314605,53
RS,PLANALTO,4314704,55
RS,POÇO DAS ANTAS,4314753,51
RS,PONTÃO,4314779,54
RS,PONTE PRETA,4314787,54
RS,PORTÃO,4314803,51
RS,PORTO ALEGRE,4314902,51
RS,PORTO LUCENA,4315008,55
RS,PORTO MAUÁ,4315057,55
RS,PORTO VERA CRUZ,4315073,55
RS,PORTO XAVIER,4315107,55
RS,POUSO NOVO,4315131,51
RS,PRESIDENTE LUCENA,4315149,51
RS,PROGRESSO,4315156,51
RS,PROTÁSIO ALVES,4315172,54
RS,PUTINGA,4315206,51
RS,QUARAÍ,4315305,55
RS,QUATRO IRMÃOS,4315313,54
RS,QUEVEDOS,4315321,55
RS,QUINZE DE NOVEMBRO,4315354,54
RS,REDENTORA,4315404,55
RS,RELVADO,4315453,51
RS,RESTINGA SÊCA,4315503,55
RS,RIO DOS ÍNDIOS,4315552,54
RS,RIO GRANDE,4315602,53
RS,RIO PARDO,4315701,51
RS,RIOZINHO,4315750,51
RS,ROCA SALES,4315800,51
RS,RODEIO BONITO,4315909,55
RS,ROLADOR,4315958,55
RS,ROLANTE,4316006,51
RS,RONDA ALTA,4316105,54
RS,RONDINHA,4316204,54
RS,ROQUE GONZALES,4316303,55
RS,ROSÁRIO DO SUL,4316402,55
RS,SAGRADA FAMÍLIA,4316428,55
RS,SALDANHA MARINHO,4316436,55
RS,SALTO DO JACUÍ,4316451,55
RS,SALVADOR DAS MISSÕES,4316477,55
RS,SALVADOR DO SUL,4316501,51
RS,SANANDUVA,4316600,54
RS,SANTA BÁRBARA DO SUL,4316709,55
RS,SANTA CECÍLIA DO SUL,4316733,54
RS,SANTA CLARA DO SUL,4316758,51
RS,SANTA CRUZ DO SUL,4316808,51
RS,SANTA MARGARIDA DO SUL,4316972,55
RS,SANTA MARIA,4316907,55
RS,SANTA MARIA DO HERVAL,4316956,51
RS,SANTA ROSA,4317202,55
RS,SANTA TEREZA,4317251,54
RS,SANTA VITÓRIA DO PALMAR,4317301,53
RS,SANTANA DA BOA VISTA,4317004,53
RS,SANT'ANA DO LIVRAMENTO,4317103,55
RS,SANTIAGO,4317400,55
RS,SANTO ÂNGELO,4317509,55
RS,SANTO ANTÔNIO DA PATRULHA,4317608,51
RS,SANTO ANTÔNIO DAS MISSÕES,4317707,55
RS,SANTO ANTÔNIO DO PALMA,4317558,54
RS,SANTO ANTÔNIO DO PLANALTO,4317756,54
RS,SANTO AUGUSTO,4317806,55
RS,SANTO CRISTO,4317905,55
RS,SANTO EXPEDITO DO SUL,4317954,54
RS,SÃO BORJA,4318002,55
RS,SÃO DOMINGOS DO SUL,4318051,54
RS,SÃO FRANCISCO DE ASSIS,4318101,55
RS,SÃO FRANCISCO DE PAULA,4318200,54
RS,SÃO GABRIEL,4318309,55
RS,SÃO JERÔNIMO,4318408,51
RS,SÃO JOÃO DA URTIGA,4318424,54
RS,SÃO JOÃO DO POLÊSINE,4318432,55
RS,SÃO JORGE,4318440,54
RS,SÃO JOSÉ DAS MISSÕES,4318457,55
RS,SÃO JOSÉ DO HERVAL,4318465,54
RS,SÃO JOSÉ DO HORTÊNCIO,4318481,51
RS,SÃO JOSÉ DO INHACORÁ,4318499,55
RS,SÃO JOSÉ DO NORTE,4318507,53
RS,SÃO JOSÉ DO OURO,4318606,54
RS,SÃO JOSÉ DO SUL,4318614,51
RS,SÃO JOSÉ DOS AUSENTES,4318622,54
RS,SÃO LEOPOLDO,4318705,51
RS,SÃO LOURENÇO DO SUL,4318804,53
RS,SÃO LUIZ GONZAGA,4318903,55
RS,SÃO MARCOS,4319000,54
RS,SÃO MARTINHO,4319109,55
RS,SÃO MARTINHO DA SERRA,4319125,55
RS,SÃO MIGUEL DAS MISSÕES,4319158,55
RS,SÃO NICOLAU,4319208,55
RS,SÃO PAULO DAS MISSÕES,4319307,55
RS,SÃO PEDRO DA SERRA,4319356,51
RS,SÃO PEDRO DAS MISSÕES,4319364,55
RS,SÃO PEDRO DO BUTIÁ,4319372,55
RS,SÃO PEDRO DO SUL,4319406,55
RS,SÃO SEBASTIÃO DO CAÍ,4319505,51
RS,SÃO SEPÉ,4319604,55
RS,SÃO VALENTIM,4319703,54
RS,SÃO VALENTIM DO SUL,4319711,54
RS,SÃO VALÉRIO DO SUL,4319737,55
RS,SÃO VENDELINO,4319752,51
RS,SÃO VICENTE DO SUL,4319802,55
RS,SAPIRANGA,4319901,51
RS,SAPUCAIA DO SUL,4320008,51
RS,SARANDI,4320107,54
RS,SEBERI,4320206,55
RS,SEDE NOVA,4320230,55
RS,SEGREDO,4320263,51
RS,SELBACH,4320305,54
RS,SENADOR SALGADO FILHO,4320321,55
RS,SENTINELA DO SUL,4320354,51
RS,SERAFINA CORRÊA,4320404,54
RS,SÉRIO,4320453,51
RS,SERTÃO,4320503,54
RS,SERTÃO SANTANA,4320552,51
RS,SETE DE SETEMBRO,4320578,55
RS,SEVERIANO DE ALMEIDA,4320602,54
RS,SILVEIRA MARTINS,4320651,55
RS,SINIMBU,4320677,51
RS,SOBRADINHO,4320701,51
RS,SOLEDADE,4320800,54
RS,TABAÍ,4320859,51
RS,TAPEJARA,4320909,54
RS,TAPERA,4321006,54
RS,TAPES,4321105,51
RS,TAQUARA,4321204,51
RS,TAQUARI,4321303,51
RS,TAQUARUÇU DO SUL,4321329,55
RS,TAVARES,4321352,51
RS,TENENTE PORTELA,4321402,55
RS,TERRA DE AREIA,4321436,51
RS,TEUTÔNIA,4321451,51
RS,TIO HUGO,4321469,54
RS,TIRADENTES DO SUL,4321477,55
RS,TOROPI,4321493,55
RS,TORRES,4321501,51
RS,TRAMANDAÍ,4321600,51
RS,TRAVESSEIRO,4321626,51
RS,TRÊS ARROIOS,4321634,54
RS,TRÊS CACHOEIRAS,4321667,51
RS,TRÊS COROAS,4321709,51
RS,TRÊS DE MAIO,4321808,55
RS,TRÊS FORQUILHAS,4321832,51
RS,TRÊS PALMEIRAS,4321857,54
RS,TRÊS PASSOS,4321907,55
RS,TRINDADE DO SUL,4321956,54
RS,TRIUNFO,4322004,51
RS,TUCUNDUVA,4322103,55
RS,TUNAS,4322152,51
RS,TUPANCI DO SUL,4322186,54
RS,TUPANCIRETÃ,4322202,55
RS,TUPANDI,4322251,51
RS,TUPARENDI,4322301,55
RS,TURUÇU,4322327,53
RS,UBIRETAMA,4322343,55
RS,UNIÃO DA SERRA,4322350,54
RS,UNISTALDA,4322376,55
RS,URUGUAIANA,4322400,55
RS,VACARIA,4322509,54
RS,VALE DO SOL,4322533,51
RS,VALE REAL,4322541,51
RS,VALE VERDE,4322525,51
RS,VANINI,4322558,54
RS,VENÂNCIO AIRES,4322608,51
RS,VERA CRUZ,4322707,51
RS,VERANÓPOLIS,4322806,54
RS,VESPASIANO CORRÊA,4322855,51
RS,VIADUTOS,4322905,54
RS,VIAMÃO,4323002,51
RS,VICENTE DUTRA,4323101,55
RS,VICTOR GRAEFF,4323200,54
RS,VILA FLORES,4323309,54
RS,VILA LÂNGARO,4323358,54
RS,VILA MARIA,4323408,54
RS,VILA NOVA DO SUL,4323457,55
RS,VISTA ALEGRE,4323507,55
RS,VISTA ALEGRE DO PRATA,4323606,54
RS,VISTA GAÚCHA,4323705,55
RS,VITÓRIA DAS MISSÕES,4323754,55
RS,WESTFÁLIA,4323770,51
RS,XANGRI-LÁ,4323804,51
SC,ABDON BATISTA,4200051,49
SC,ABELARDO LUZ,4200101,49
SC,AGROLÂNDIA,4200200,47
SC,AGRONÔMICA,4200309,47
SC,ÁGUA DOCE,4200408,49
SC,ÁGUAS DE CHAPECÓ,4200507,49
SC,ÁGUAS FRIAS,4200556,49
SC,ÁGUAS MORNAS,4200606,48
SC,ALFREDO WAGNER,4200705,48
SC,ALTO BELA VISTA,4200754,49
SC,ANCHIETA,4200804,49
SC,ANGELINA,4200903,48
SC,ANITA GARIBALDI,4201000,49
SC,ANITÁPOLIS,4201109,48
SC,ANTÔNIO CARLOS,4201208,48
SC,APIÚNA,4201257,47
SC,ARABUTÃ,4201273,49
SC,ARAQUARI,4201307,47
SC,ARARANGUÁ,4201406,48
SC,ARMAZÉM,4201505,48
SC,ARROIO TRINTA,4201604,49
SC,ARVOREDO,4201653,49
SC,ASCURRA,4201703,47
SC,ATALANTA,4201802,47
SC,AURORA,4201901,47
SC,BALNEÁRIO ARROIO DO SILVA,4201950,48
SC,BALNEÁRIO BARRA DO SUL,4202057,47
SC,BALNEÁRIO CAMBORIÚ,4202008,47
SC,BALNEÁRIO GAIVOTA,4202073,48
SC,BANDEIRANTE,4202081,49
SC,BARRA BONITA,4202099,49
SC,BARRA VELHA,4202107,47
SC,BELA VISTA DO TOLDO,4202131,47
SC,BELMONTE,4202156,49
SC,BENEDITO NOVO,4202206,47
SC,BIGUAÇU,4202305,48
SC,BLUMENAU,4202404,47
SC,BOCAINA DO SUL,4202438,49
SC,BOM JARDIM DA SERRA,4202503,49
SC,BOM JESUS,4202537,49
SC,BOM JESUS DO OESTE,4202578,49
SC,BOM RETIRO,4202602,49
SC,BOMBINHAS,4202453,47
SC,BOTUVERÁ,4202701,47
SC,BRAÇO DO NORTE,4202800,48
SC,BRAÇO DO TROMBUDO,4202859,47
SC,BRUNÓPOLIS,4202875,49
SC,BRUSQUE,4202909,47
SC,CAÇADOR,4203006,49
SC,CAIBI,4203105,49
SC,CALMON,4203154,49
SC,CAMBORIÚ,4203204,47
SC,CAMPO ALEGRE,4203303,47
SC,CAMPO BELO DO SUL,4203402,49
SC,CAMPO ERÊ,4203501,49
SC,CAMPOS NOVOS,4203600,49
SC,CANELINHA,4203709,48
SC,CANOINHAS,4203808,47
SC,CAPÃO ALTO,4203253,49
SC,CAPINZAL,4203907,49
SC,CAPIVARI DE BAIXO,4203956,48
SC,CATANDUVAS,4204004,49
SC,CAXAMBU DO SUL,4204103,49
SC,CELSO RAMOS,4204152,49
SC,CERRO NEGRO,4204178,49
SC,CHAPADÃO DO LAGEADO,4204194,47
SC,CHAPECÓ,4204202,49
SC,COCAL DO SUL,4204251,48
SC,CONCÓRDIA,4204301,49
SC,CORDILHEIRA ALTA,4204350,49
SC,CORONEL FREITAS,4204400,49
SC,CORONEL MARTINS,4204459,49
SC,CORREIA PINTO,4204558,49
SC,CORUPÁ,4204509,47
SC,CRICIÚMA,4204608,48
SC,CUNHA PORÃ,4204707,49
SC,CUNHATAÍ,4204756,49
SC,CURITIBANOS,4204806,49
SC,DESCANSO,4204905,49
SC,DIONÍSIO CERQUEIRA,4205001,49
SC,DONA EMMA,4205100,47
SC,DOUTOR PEDRINHO,4205159,47
SC,ENTRE RIOS,4205175,49
SC,ERMO,4205191,48
SC,ERVAL VELHO,4205209,49
SC,FAXINAL DOS GUEDES,4205308,49
SC,FLOR DO SERTÃO,4205357,49
SC,FLORIANÓPOLIS,4205407,48
SC,FORMOSA DO SUL,4205431,49
SC,FORQUILHINHA,4205456,48
SC,FRAIBURGO,4205506,49
SC,FREI ROGÉRIO,4205555,49
SC,GALVÃO,4205605,49
SC,GAROPABA,4205704,48
SC,GARUVA,4205803,47
SC,GASPAR,4205902,47
SC,GOVERNADOR CELSO RAMOS,4206009,48
SC,GRÃO PARÁ,4206108,48
SC,GRAVATAL,4206207,48
SC,GUABIRUBA,4206306,47
SC,GUARACIABA,4206405,49
SC,GUARAMIRIM,4206504,47
SC,GUARUJÁ DO SUL,4206603,49
SC,GUATAMBÚ,4206652,49
SC,HERVAL D'OESTE,4206702,49
SC,IBIAM,4206751,49
SC,IBICARÉ,4206801,49
SC,IBIRAMA,4206900,47
SC,IÇARA,4207007,48
SC,ILHOTA,4207106,47
SC,IMARUÍ,4207205,48
SC,IMBITUBA,4207304,48
SC,IMBUIA,4207403,47
SC,INDAIAL,4207502,47
SC,IOMERÊ,4207577,49
SC,IPIRA,4207601,49
SC,IPORÃ DO OESTE,4207650,49
SC,IPUAÇU,4207684,49
SC,IPUMIRIM,4207700,49
SC,IRACEMINHA,4207759,49
SC,IRANI,4207809,49
SC,IRATI,4207858,49
SC,IRINEÓPOLIS,4207908,47
SC,ITÁ,4208005,49
SC,ITAIÓPOLIS,4208104,47
SC,ITAJAÍ,4208203,47
SC,ITAPEMA,4208302,47
SC,ITAPIRANGA,4208401,49
SC,ITAPOÁ,4208450,47
SC,ITUPORANGA,4208500,47
SC,JABORÁ,4208609,49
SC,JACINTO MACHADO,4208708,48
SC,JAGUARUNA,4208807,48
SC,JARAGUÁ DO SUL,4208906,47
SC,JARDINÓPOLIS,4208955,49
SC,JOAÇABA,4209003,49
SC,JOINVILLE,4209102,47
SC,JOSÉ BOITEUX,4209151,47
SC,JUPIÁ,4209177,49
SC,LACERDÓPOLIS,4209201,49
SC,LAGES,4209300,49
SC,LAGUNA,4209409,48
SC,LAJEADO GRANDE,4209458,49
SC,LAURENTINO,4209508,47
SC,LAURO MULLER,4209607,48
SC,LEBON RÉGIS,4209706,49
SC,LEOBERTO LEAL,4209805,48
SC,LINDÓIA DO SUL,4209854,49
SC,LONTRAS,4209904,47
SC,LUIZ ALVES,4210001,47
SC,LUZERNA,4210035,49
SC,MACIEIRA,4210050,49
SC,MAFRA,4210100,47
SC,MAJOR GERCINO,4210209,48
SC,MAJOR VIEIRA,4210308,47
SC,MARACAJÁ,4210407,48
SC,MARAVILHA,4210506,49
SC,MAREMA,4210555,49
SC,MASSARANDUBA,4210605,47
SC,MATOS COSTA,4210704,49
SC,MELEIRO,4210803,48
SC,MIRIM DOCE,4210852,47
SC,MODELO,4210902,49
SC,MONDAÍ,4211009,49
SC,MONTE CARLO,4211058,49
SC,MONTE CASTELO,4211108,47
SC,MORRO DA FUMAÇA,4211207,48
SC,MORRO GRANDE,4211256,48
SC,NAVEGANTES,4211306,47
SC,NOVA ERECHIM,4211405,49
SC,NOVA ITABERABA,4211454,49
SC,NOVA TRENTO,4211504,48
SC,NOVA VENEZA,4211603,48
SC,NOVO HORIZONTE,4211652,49
SC,ORLEANS,4211702,48
SC,OTACÍLIO COSTA,4211751,49
SC,OURO,4211801,49
SC,OURO VERDE,4211850,49
SC,PAIAL,4211876,49
SC,PAINEL,4211892,49
SC,PALHOÇA,4211900,48
SC,PALMA SOLA,4212007,49
SC,PALMEIRA,4212056,49
SC,PALMITOS,4212106,49
SC,PAPANDUVA,4212205,47
SC,PARAÍSO,4212239,49
SC,PASSO DE TORRES,4212254,48
SC,PASSOS MAIA,4212270,49
SC,PAULO LOPES,4212304,48
SC,PEDRAS GRANDES,4212403,48
SC,PENHA,4212502,47
SC,PERITIBA,4212601,49
SC,PETROLÂNDIA,4212700,47
SC,BALNEÁRIO PIÇARRAS,4212809,47
SC,PINHALZINHO,4212908,49
SC,PINHEIRO PRETO,4213005,49
SC,PIRATUBA,4213104,49
SC,PLANALTO ALEGRE,4213153,49
SC,POMERODE,4213203,47
SC,PONTE ALTA,4213302,49
SC,PONTE ALTA DO NORTE,4213351,49
SC,PONTE SERRADA,4213401,49
SC,PORTO BELO,4213500,47
SC,PORTO UNIÃO,4213609,42
SC,POUSO REDONDO,4213708,47
SC,PRAIA GRANDE,4213807,48
SC,PRESIDENTE CASTELLO BRANCO,4213906,49
SC,PRESIDENTE GETÚLIO,4214003,47
SC,PRESIDENTE NEREU,4214102,47
SC,PRINCESA,4214151,49
SC,QUILOMBO,4214201,49
SC,RANCHO QUEIMADO,4214300,48
SC,RIO DAS ANTAS,4214409,49
SC,RIO DO CAMPO,4214508,47
SC,RIO DO OESTE,4214607,47
SC,RIO DO SUL,4214805,47
SC,RIO DOS CEDROS,4214706,47
SC,RIO FORTUNA,4214904,48
SC,RIO NEGRINHO,4215000,47
SC,RIO RUFINO,4215059,49
SC,RIQUEZA,4215075,49
SC,RODEIO,4215109,47
SC,ROMELÂNDIA,4215208,49
SC,SALETE,4215307,47
SC,SALTINHO,4215356,49
SC,SALTO VELOSO,4215406,49
SC,SANGÃO,4215455,48
SC,SANTA CECÍLIA,4215505,49
SC,SANTA HELENA,4215554,49
SC,SANTA ROSA DE LIMA,4215604,48
SC,SANTA ROSA DO SUL,4215653,48
SC,SANTA TEREZINHA,4215679,47
SC,SANTA TEREZINHA DO PROGRESSO,4215687,49
SC,SANTIAGO DO SUL,4215695,49
SC,SANTO AMARO DA IMPERATRIZ,4215703,48
SC,SÃO BENTO DO SUL,4215802,47
SC,SÃO BERNARDINO,4215752,49
SC,SÃO BONIFÁCIO,4215901,48
SC,SÃO CARLOS,4216008,49
SC,SÃO CRISTOVÃO DO SUL,4216057,49
SC,SÃO DOMINGOS,4216107,49
SC,SÃO FRANCISCO DO SUL,4216206,47
SC,SÃO JOÃO BATISTA,4216305,48
SC,SÃO JOÃO DO ITAPERIÚ,4216354,47
SC,SÃO JOÃO DO OESTE,4216255,49
SC,SÃO JOÃO DO SUL,4216404,48
SC,SÃO JOAQUIM,4216503,49
SC,SÃO JOSÉ,4216602,48
SC,SÃO JOSÉ DO CEDRO,4216701,49
SC,SÃO JOSÉ DO CERRITO,4216800,49
SC,SÃO LOURENÇO DO OESTE,4216909,49
SC,SÃO LUDGERO,4217006,48
SC,SÃO MARTINHO,4217105,48
SC,SÃO MIGUEL DA BOA VISTA,4217154,49
SC,SÃO MIGUEL DO OESTE,4217204,49
SC,SÃO PEDRO DE ALCÂNTARA,4217253,48
SC,SAUDADES,4217303,49
SC,SCHROEDER,4217402,47
SC,SEARA,4217501,49
SC,SERRA ALTA,4217550,49
SC,SIDERÓPOLIS,4217600,48
SC,SOMBRIO,4217709,48
SC,SUL BRASIL,4217758,49
SC,TAIÓ,4217808,47
SC,TANGARÁ,4217907,49
SC,TIGRINHOS,4217956,49
SC,TIJUCAS,4218004,48
SC,TIMBÉ DO SUL,4218103,48
SC,TIMBÓ,4218202,47
SC,TIMBÓ GRANDE,4218251,49
SC,TRÊS BARRAS,4218301,47
SC,TREVISO,4218350,48
SC,TREZE DE MAIO,4218400,48
SC,TREZE TÍLIAS,4218509,49
SC,TROMBUDO CENTRAL,4218608,47
SC,TUBARÃO,4218707,48
SC,TUNÁPOLIS,4218756,49
SC,TURVO,4218806,48
SC,UNIÃO DO OESTE,4218855,49
SC,URUBICI,4218905,49
SC,URUPEMA,4218954,49
SC,URUSSANGA,4219002,48
SC,VARGEÃO,4219101,49
SC,VARGEM,4219150,49
SC,VARGEM BONITA,4219176,49
SC,VIDAL RAMOS,4219200,47
SC,VIDEIRA,4219309,49
SC,VITOR MEIRELES,4219358,47
SC,WITMARSUM,4219408,47
SC,XANXERÊ,4219507,49
SC,XAVANTINA,4219606,49
SC,XAXIM,4219705,49
SC,ZORTÉA,4219853,49
SE,AMPARO DE SÃO FRANCISCO,2800100,79
SE,AQUIDABÃ,2800209,79
SE,ARACAJU,2800308,79
SE,ARAUÁ,2800407,79
SE,AREIA BRANCA,2800506,79
SE,BARRA DOS COQUEIROS,2800605,79
SE,BOQUIM,2800670,79
SE,BREJO GRANDE,2800704,79
SE,CAMPO DO BRITO,2801009,79
SE,CANHOBA,2801108,79
SE,CANINDÉ DE SÃO FRANCISCO,2801207,79
SE,CAPELA,2801306,79
SE,CARIRA,2801405,79
SE,CARMÓPOLIS,2801504,79
SE,CEDRO DE SÃO JOÃO,2801603,79
SE,CRISTINÁPOLIS,2801702,79
SE,CUMBE,2801900,79
SE,DIVINA PASTORA,2802007,79
SE,ESTÂNCIA,2802106,79
SE,FEIRA NOVA,2802205,79
SE,FREI PAULO,2802304,79
SE,GARARU,2802403,79
SE,GENERAL MAYNARD,2802502,79
SE,GRACCHO CARDOSO,2802601,79
SE,ILHA DAS FLORES,2802700,79
SE,INDIAROBA,2802809,79
SE,ITABAIANA,2802908,79
SE,ITABAIANINHA,2803005,79
SE,ITABI,2803104,79
SE,ITAPORANGA D'AJUDA,2803203,79
SE,JAPARATUBA,2803302,79
SE,JAPOATÃ,2803401,79
SE,LAGARTO,2803500,79
SE,LARANJEIRAS,2803609,79
SE,MACAMBIRA,2803708,79
SE,MALHADA DOS BOIS,2803807,79
SE,MALHADOR,2803906,79
SE,MARUIM,2804003,79
SE,MOITA BONITA,2804102,79
SE,MONTE ALEGRE DE SERGIPE,2804201,79
SE,MURIBECA,2804300,79
SE,NEÓPOLIS,2804409,79
SE,NOSSA SENHORA APARECIDA,2804458,79
SE,NOSSA SENHORA DA GLÓRIA,2804508,79
SE,NOSSA SENHORA DAS DORES,2804607,79
SE,NOSSA SENHORA DE LOURDES,2804706,79
SE,NOSSA SENHORA DO SOCORRO,2804805,79
SE,PACATUBA,2804904,79
SE,PEDRA MOLE,2805000,79
SE,PEDRINHAS,2805109,79
SE,PINHÃO,2805208,79
SE,PIRAMBU,2805307,79
SE,POÇO REDONDO,2805406,79
SE,POÇO VERDE,2805505,79
SE,PORTO DA FOLHA,2805604,79
SE,PROPRIÁ,2805703,79
SE,RIACHÃO DO DANTAS,2805802,79
SE,RIACHUELO,2805901,79
SE,RIBEIRÓPOLIS,2806008,79
SE,ROSÁRIO DO CATETE,2806107,79
SE,SALGADO,2806206,79
SE,SANTA LUZIA DO ITANHY,2806305,79
SE,SANTA ROSA DE LIMA,2806503,79
SE,SANTANA DO SÃO FRANCISCO,2806404,79
SE,SANTO AMARO DAS BROTAS,2806602,79
SE,SÃO CRISTÓVÃO,2806701,79
SE,SÃO DOMINGOS,2806800,79
SE,SÃO FRANCISCO,2806909,79
SE,SÃO MIGUEL DO ALEIXO,2807006,79
SE,SIMÃO DIAS,2807105,79
SE,SIRIRI,2807204,79
SE,TELHA,2807303,79
SE,TOBIAS BARRETO,2807402,79
SE,TOMAR DO GERU,2807501,79
SE,UMBAÚBA,2807600,79
SP,ADAMANTINA,3500105,18
SP,ADOLFO,3500204,17
SP,AGUAÍ,3500303,19
SP,ÁGUAS DA PRATA,3500402,19
SP,ÁGUAS DE LINDÓIA,3500501,19
SP,ÁGUAS DE SANTA BÁRBARA,3500550,14
SP,ÁGUAS DE SÃO PEDRO,3500600,19
SP,AGUDOS,3500709,14
SP,ALAMBARI,3500758,15
SP,ALFREDO MARCONDES,3500808,18
SP,ALTAIR,3500907,17
SP,ALTINÓPOLIS,3501004,16
SP,ALTO ALEGRE,3501103,18
SP,ALUMÍNIO,3501152,11
SP,ÁLVARES FLORENCE,3501202,17
SP,ÁLVARES MACHADO,3501301,18
SP,ÁLVARO DE CARVALHO,3501400,14
SP,ALVINLÂNDIA,3501509,14
SP,AMERICANA,3501608,19
SP,AMÉRICO BRASILIENSE,3501707,16
SP,AMÉRICO DE CAMPOS,3501806,17
SP,AMPARO,3501905,19
SP,ANALÂNDIA,3502002,19
SP,ANDRADINA,3502101,18
SP,ANGATUBA,3502200,15
SP,ANHEMBI,3502309,14
SP,ANHUMAS,3502408,18
SP,APARECIDA,3502507,12
SP,APARECIDA D'OESTE,3502606,17
SP,APIAÍ,3502705,15
SP,ARAÇARIGUAMA,3502754,11
SP,ARAÇATUBA,3502804,18
SP,ARAÇOIABA DA SERRA,3502903,15
SP,ARAMINA,3503000,16
SP,ARANDU,3503109,14
SP,ARAPEÍ,3503158,12
SP,ARARAQUARA,3503208,16
SP,ARARAS,3503307,19
SP,ARCO-ÍRIS,3503356,14
SP,AREALVA,3503406,14
SP,AREIAS,3503505,12
SP,AREIÓPOLIS,3503604,14
SP,ARIRANHA,3503703,17
SP,ARTUR NOGUEIRA,3503802,19
SP,ARUJÁ,3503901,11
SP,ASPÁSIA,3503950,17
SP,ASSIS,3504008,18
SP,ATIBAIA,3504107,11
SP,AURIFLAMA,3504206,17
SP,AVAÍ,3504305,14
SP,AVANHANDAVA,3504404,18
SP,AVARÉ,3504503,14
SP,BADY BASSITT,3504602,17
SP,BALBINOS,3504701,14
SP,BÁLSAMO,3504800,17
SP,BANANAL,3504909,12
SP,BARÃO DE ANTONINA,3505005,15
SP,BARBOSA,3505104,18
SP,BARIRI,3505203,14
SP,BARRA BONITA,3505302,14
SP,BARRA DO CHAPÉU,3505351,15
SP,BARRA DO TURVO,3505401,15
SP,BARRETOS,3505500,17
SP,BARRINHA,3505609,16
SP,BARUERI,3505708,11
SP,BASTOS,3505807,14
SP,BATATAIS,3505906,16
SP,BAURU,3506003,14
SP,BEBEDOURO,3506102,17
SP,BENTO DE ABREU,3506201,18
SP,BERNARDINO DE CAMPOS,3506300,14
SP,BERTIOGA,3506359,13
SP,BILAC,3506409,18
SP,BIRIGUI,3506508,18
SP,BIRITIBA-MIRIM,3506607,11
SP,BOA ESPERANÇA DO SUL,3506706,16
SP,BOCAINA,3506805,14
SP,BOFETE,3506904,14
SP,BOITUVA,3507001,15
SP,BOM JESUS DOS PERDÕES,3507100,11
SP,BOM SUCESSO DE ITARARÉ,3507159,15
SP,BORÁ,3507209,18
SP,BORACÉIA,3507308,14
SP,BORBOREMA,3507407,16
SP,BOREBI,3507456,14
SP,BOTUCATU,3507506,14
SP,BRAGANÇA PAULISTA,3507605,11
SP,BRAÚNA,3507704,18
SP,BREJO ALEGRE,3507753,18
SP,BRODOWSKI,3507803,16
SP,BROTAS,3507902,14
SP,BURI,3508009,15
SP,BURITAMA,3508108,18
SP,BURITIZAL,3508207,16
SP,CABRÁLIA PAULISTA,3508306,14
SP,CABREÚVA,3508405,11
SP,CAÇAPAVA,3508504,12
SP,CACHOEIRA PAULISTA,3508603,12
SP,CACONDE,3508702,19
SP,CAFELÂNDIA,3508801,14
SP,CAIABU,3508900,18
SP,CAIEIRAS,3509007,11
SP,CAIUÁ,3509106,18
SP,CAJAMAR,3509205,11
SP,CAJATI,3509254,13
SP,CAJOBI,3509304,17
SP,CAJURU,3509403,16
SP,CAMPINA DO MONTE ALEGRE,3509452,15
SP,CAMPINAS,3509502,19
SP,CAMPO LIMPO PAULISTA,3509601,11
SP,CAMPOS DO JORDÃO,3509700,12
SP,CAMPOS NOVOS PAULISTA,3509809,14
SP,CANANÉIA,3509908,13
SP,CANAS,3509957,12
SP,CÂNDIDO MOTA,3510005,18
SP,CÂNDIDO RODRIGUES,3510104,16
SP,CANITAR,3510153,14
SP,CAPÃO BONITO,3510203,15
SP,CAPELA DO ALTO,3510302,15
SP,CAPIVARI,3510401,19
SP,CARAGUATATUBA,3510500,12
SP,CARAPICUÍBA,3510609,11
SP,CARDOSO,3510708,17
SP,CASA BRANCA,3510807,19
SP,CÁSSIA DOS COQUEIROS,3510906,16
SP,CASTILHO,3511003,18
SP,CATANDUVA,3511102,17
SP,CATIGUÁ,3511201,17
SP,CEDRAL,3511300,17
SP,CERQUEIRA CÉSAR,3511409,14
SP,CERQUILHO,3511508,15
SP,CESÁRIO LANGE,3511607,15
SP,CHARQUEADA,3511706,19
SP,CHAVANTES,3557204,14
SP,CLEMENTINA,3511904,18
SP,COLINA,3512001,17
SP,COLÔMBIA,3512100,17
SP,CONCHAL,3512209,19
SP,CONCHAS,3512308,14
SP,CORDEIRÓPOLIS,3512407,19
SP,COROADOS,3512506,18
SP,CORONEL MACEDO,3512605,14
SP,CORUMBATAÍ,3512704,19
SP,COSMÓPOLIS,3512803,19
SP,COSMORAMA,3512902,17
SP,COTIA,3513009,11
SP,CRAVINHOS,3513108,16
SP,CRISTAIS PAULISTA,3513207,16
SP,CRUZÁLIA,3513306,18
SP,CRUZEIRO,3513405,12
SP,CUBATÃO,3513504,13
SP,CUNHA,3513603,12
SP,DESCALVADO,3513702,19
SP,DIADEMA,3513801,11
SP,DIRCE REIS,3513850,17
SP,DIVINOLÂNDIA,3513900,19
SP,DOBRADA,3514007,16
SP,DOIS CÓRREGOS,3514106,14
SP,DOLCINÓPOLIS,3514205,17
SP,DOURADO,3514304,16
SP,DRACENA,3514403,18
SP,DUARTINA,3514502,14
SP,DUMONT,3514601,16
