UF,cod_ibge,nome_2018,area_km2
RS,4319158,SÃO MIGUEL DAS MISSÕES,1228
RS,4319208,SÃO NICOLAU,486
RS,4319307,SÃO PAULO DAS MISSÕES,224
RS,4319356,SÃO PEDRO DA SERRA,35
RS,4319364,SÃO PEDRO DAS MISSÕES,80
RS,4319372,SÃO PEDRO DO BUTIÁ,107
RS,4319406,SÃO PEDRO DO SUL,874
RS,4319505,SÃO SEBASTIÃO DO CAÍ,112
RS,4319604,SÃO SEPÉ,2203
RS,4319703,SÃO VALENTIM,154
RS,4319711,SÃO VALENTIM DO SUL,92
RS,4319737,SÃO VALÉRIO DO SUL,107
RS,4319752,SÃO VENDELINO,32
RS,4319802,SÃO VICENTE DO SUL,1173
RS,4319901,SAPIRANGA,138
RS,4320008,SAPUCAIA DO SUL,58
RS,4320107,SARANDI,353
RS,4320206,SEBERI,301
RS,4320230,SEDE NOVA,119
RS,4320263,SEGREDO,246
RS,4320305,SELBACH,176
RS,4320321,SENADOR SALGADO FILHO,147
RS,4320354,SENTINELA DO SUL,282
RS,4320404,SERAFINA CORRÊA,163
RS,4320453,SÉRIO,100
RS,4320503,SERTÃO,439
RS,4320552,SERTÃO SANTANA,252
RS,4320578,SETE DE SETEMBRO,129
RS,4320602,SEVERIANO DE ALMEIDA,168
RS,4320651,SILVEIRA MARTINS,119
RS,4320677,SINIMBU,510
RS,4320701,SOBRADINHO,128
RS,4320800,SOLEDADE,1215
RS,4320859,TABAÍ,95
RS,4320909,TAPEJARA,238
RS,4321006,TAPERA,180
RS,4321105,TAPES,805
RS,4321204,TAQUARA,458
RS,4321303,TAQUARI,350
RS,4321329,TAQUARUÇU DO SUL,77
RS,4321352,TAVARES,610
RS,4321402,TENENTE PORTELA,338
RS,4321436,TERRA DE AREIA,142
RS,4321451,TEUTÔNIA,178
RS,4321469,TIO HUGO,114
RS,4321477,TIRADENTES DO SUL,236
RS,4321493,TOROPI,203
RS,4321501,TORRES,161
RS,4321600,TRAMANDAÍ,143
RS,4321626,TRAVESSEIRO,81
RS,4321634,TRÊS ARROIOS,149
RS,4321667,TRÊS CACHOEIRAS,251
RS,4321709,TRÊS COROAS,186
RS,4321808,TRÊS DE MAIO,421
RS,4321832,TRÊS FORQUILHAS,217
RS,4321857,TRÊS PALMEIRAS,181
RS,4321907,TRÊS PASSOS,269
RS,4321956,TRINDADE DO SUL,268
RS,4322004,TRIUNFO,819
RS,4322103,TUCUNDUVA,181
RS,4322152,TUNAS,218
RS,4322186,TUPANCI DO SUL,135
RS,4322202,TUPANCIRETÃ,2253
RS,4322251,TUPANDI,59
RS,4322301,TUPARENDI,308
RS,4322327,TURUÇU,254
RS,4322343,UBIRETAMA,126
RS,4322350,UNIÃO DA SERRA,131
RS,4322376,UNISTALDA,602
RS,4322400,URUGUAIANA,5702
RS,4322509,VACARIA,2124
RS,4322525,VALE VERDE,330
RS,4322533,VALE DO SOL,328
RS,4322541,VALE REAL,45
RS,4322558,VANINI,65
RS,4322608,VENÂNCIO AIRES,773
RS,4322707,VERA CRUZ,310
RS,4322806,VERANÓPOLIS,290
RS,4322855,VESPASIANO CORRÊA,114
RS,4322905,VIADUTOS,268
RS,4323002,VIAMÃO,1496
RS,4323101,VICENTE DUTRA,193
RS,4323200,VICTOR GRAEFF,238
RS,4323309,VILA FLORES,108
RS,4323358,VILA LÂNGARO,152
RS,4323408,VILA MARIA,181
RS,4323457,VILA NOVA DO SUL,508
RS,4323507,VISTA ALEGRE,78
RS,4323606,VISTA ALEGRE DO PRATA,119
RS,4323705,VISTA GAÚCHA,90
RS,4323754,VITÓRIA DAS MISSÕES,260
RS,4323770,WESTFÁLIA,64
RS,4323804,XANGRI-LÁ,61
MS,5000203,ÁGUA CLARA,7785
MS,5000252,ALCINÓPOLIS,4400
MS,5000609,AMAMBAI,4202
MS,5000708,ANASTÁCIO,2946
MS,5000807,ANAURILÂNDIA,3395
MS,5000856,ANGÉLICA,1273
MS,5000906,ANTÔNIO JOÃO,1145
MS,5001003,APARECIDA DO TABOADO,2750
MS,5001102,AQUIDAUANA,16971
MS,5001243,ARAL MOREIRA,1656
MS,5001508,BANDEIRANTES,3116
MS,5001904,BATAGUASSU,2418
MS,5002001,BATAYPORÃ,1828
MS,5002100,BELA VISTA,4893
MS,5002159,BODOQUENA,2507
MS,5002209,BONITO,4934
MS,5002308,BRASILÂNDIA,5807
MS,5002407,CAARAPÓ,2090
MS,5002605,CAMAPUÃ,6229
MS,5002704,CAMPO GRANDE,8093
MS,5002803,CARACOL,2940
MS,5002902,CASSILÂNDIA,3650
MS,5002951,CHAPADÃO DO SUL,3250
MS,5003108,CORGUINHO,2638
MS,5003157,CORONEL SAPUCAIA,1025
MS,5003207,CORUMBÁ,64722
MS,5003256,COSTA RICA,4159
MS,5003306,COXIM,6409
MS,5003454,DEODÁPOLIS,831
MS,5003488,DOIS IRMÃOS DO BURITI,2342
MS,5003504,DOURADINA,281
MS,5003702,DOURADOS,4086
MS,5003751,ELDORADO,1018
MS,5003801,FÁTIMA DO SUL,315
MS,5003900,FIGUEIRÃO,4883
MS,5004007,GLÓRIA DE DOURADOS,492
MS,5004106,GUIA LOPES DA LAGUNA,1211
MS,5004304,IGUATEMI,2947
MS,5004403,INOCÊNCIA,5776
MS,5004502,ITAPORÃ,1322
MS,5004601,ITAQUIRAÍ,2064
MS,5004700,IVINHEMA,2010
MS,5004809,JAPORÃ,419
MS,5004908,JARAGUARI,2913
MS,5005004,JARDIM,2202
MS,5005103,JATEÍ,1928
MS,5005152,JUTI,1585
MS,5005202,LADÁRIO,341
MS,5005251,LAGUNA CARAPÃ,1734
MS,5005400,MARACAJU,5299
MS,5005608,MIRANDA,5475
MS,5005681,MUNDO NOVO,478
MS,5005707,NAVIRAÍ,3194
MS,5005806,NIOAQUE,3924
MS,5006002,NOVA ALVORADA DO SUL,4019
MS,5006200,NOVA ANDRADINA,4776
MS,5006259,NOVO HORIZONTE DO SUL,849
MS,5006275,PARAÍSO DAS ÁGUAS,5061
MS,5006309,PARANAÍBA,5403
MS,5006358,PARANHOS,1309
MS,5006408,PEDRO GOMES,3651
MS,5006606,PONTA PORÃ,5330
MS,5006903,PORTO MURTINHO,17986
MS,5007109,RIBAS DO RIO PARDO,17309
MS,5007208,RIO BRILHANTE,3987
MS,5007307,RIO NEGRO,1808
MS,5007406,RIO VERDE DE MATO GROSSO,8155
MS,5007505,ROCHEDO,1561
MS,5007554,SANTA RITA DO PARDO,6140
MS,5007695,SÃO GABRIEL DO OESTE,3865
MS,5007703,SETE QUEDAS,834
MS,5007802,SELVÍRIA,3258
MS,5007901,SIDROLÂNDIA,5286
MS,5007935,SONORA,4075
MS,5007950,TACURU,1785
MS,5007976,TAQUARUSSU,1041
MS,5008008,TERENOS,2842
MS,5008305,TRÊS LAGOAS,10207
MS,5008404,VICENTINA,310
MT,5100102,ACORIZAL,1014
MT,5100201,ÁGUA BOA,7511
MT,5100250,ALTA FLORESTA,8953
MT,5100300,ALTO ARAGUAIA,5399
MT,5100359,ALTO BOA VISTA,2240
MT,5100409,ALTO GARÇAS,3866
MT,5100508,ALTO PARAGUAI,1845
MT,5100607,ALTO TAQUARI,1440
MT,5100805,APIACÁS,20493
MT,5101001,ARAGUAIANA,6423
MT,5101209,ARAGUAINHA,688
MT,5101258,ARAPUTANGA,1610
MT,5101308,ARENÁPOLIS,416
MT,5101407,ARIPUANÃ,25108
MT,5101605,BARÃO DE MELGAÇO,11428
MT,5101704,BARRA DO BUGRES,5982
MT,5101803,BARRA DO GARÇAS,9079
MT,5101852,BOM JESUS DO ARAGUAIA,4274
MT,5101902,BRASNORTE,15959
MT,5102504,CÁCERES,24593
MT,5102603,CAMPINÁPOLIS,5982
MT,5102637,CAMPO NOVO DO PARECIS,9435
MT,5102678,CAMPO VERDE,5395
MT,5102686,CAMPOS DE JÚLIO,6787
MT,5102694,CANABRAVA DO NORTE,3453
MT,5102702,CANARANA,10882
MT,5102793,CARLINDA,2416
MT,5102850,CASTANHEIRA,3910
MT,5103007,CHAPADA DOS GUIMARÃES,6451
MT,5103056,CLÁUDIA,3850
MT,5103106,COCALINHO,16516
MT,5103205,COLÍDER,3104
MT,5103254,COLNIZA,27946
MT,5103304,COMODORO,21518
MT,5103353,CONFRESA,5802
MT,5103361,CONQUISTA D'OESTE,2684
MT,5103379,COTRIGUAÇU,9421
MT,5103403,CUIABÁ,3267
MT,5103437,CURVELÂNDIA,359
MT,5103452,DENISE,1279
MT,5103502,DIAMANTINO,8192
MT,5103601,DOM AQUINO,2224
MT,5103700,FELIZ NATAL,11679
MT,5103809,FIGUEIRÓPOLIS D'OESTE,888
MT,5103858,GAÚCHA DO NORTE,16934
MT,5103908,GENERAL CARNEIRO,3710
MT,5103957,GLÓRIA D'OESTE,834
MT,5104104,GUARANTÃ DO NORTE,4735
MT,5104203,GUIRATINGA,5044
MT,5104500,INDIAVAÍ,593
MT,5104526,IPIRANGA DO NORTE,3467
MT,5104542,ITANHANGÁ,2898
MT,5104559,ITAÚBA,4530
MT,5104609,ITIQUIRA,8660
MT,5104807,JACIARA,2397
MT,5104906,JANGADA,1297
MT,5105002,JAURU,1358
MT,5105101,JUARA,22622
MT,5105150,JUÍNA,26190
MT,5105176,JURUENA,2779
MT,5105200,JUSCIMEIRA,2720
MT,5105234,LAMBARI D'OESTE,1765
MT,5105259,LUCAS DO RIO VERDE,3675
MT,5105309,LUCIARA,4243
MT,5105507,VILA BELA DA SANTÍSSIMA TRINDADE,13420
MT,5105580,MARCELÂNDIA,12274
MT,5105606,MATUPÁ,5219
MT,5105622,MIRASSOL D'OESTE,1080
MT,5105903,NOBRES,3912
MT,5106000,NORTELÂNDIA,1354
MT,5106109,NOSSA SENHORA DO LIVRAMENTO,5440
MT,5106158,NOVA BANDEIRANTES,9593
MT,5106174,NOVA NAZARÉ,4038
MT,5106182,NOVA LACERDA,4793
MT,5106190,NOVA SANTA HELENA,2376
MT,5106208,NOVA BRASILÂNDIA,3279
MT,5106216,NOVA CANAÃ DO NORTE,5955
MT,5106224,NOVA MUTUM,9532
MT,5106232,NOVA OLÍMPIA,1368
MT,5106240,NOVA UBIRATÃ,12500
MT,5106257,NOVA XAVANTINA,5530
MT,5106265,NOVO MUNDO,5791
MT,5106273,NOVO HORIZONTE DO NORTE,898
MT,5106281,NOVO SÃO JOAQUIM,5231
MT,5106299,PARANAÍTA,4796
MT,5106307,PARANATINGA,24162
MT,5106315,NOVO SANTO ANTÔNIO,4394
MT,5106372,PEDRA PRETA,4049
MT,5106422,PEIXOTO DE AZEVEDO,14401
MT,5106455,PLANALTO DA SERRA,2442
MT,5106505,POCONÉ,17025
MT,5106653,PONTAL DO ARAGUAIA,2737
MT,5106703,PONTE BRANCA,687
MT,5106752,PONTES E LACERDA,8567
MT,5106778,PORTO ALEGRE DO NORTE,3972
MT,5106802,PORTO DOS GAÚCHOS,6862
MT,5106828,PORTO ESPERIDIÃO,5811
MT,5106851,PORTO ESTRELA,2057
MT,5107008,POXORÉU,6874
MT,5107040,PRIMAVERA DO LESTE,5482
MT,5107065,QUERÊNCIA,17786
MT,5107107,SÃO JOSÉ DOS QUATRO MARCOS,1288
MT,5107156,RESERVA DO CABAÇAL,1342
MT,5107180,RIBEIRÃO CASCALHEIRA,11355
MT,5107198,RIBEIRÃOZINHO,626
MT,5107206,RIO BRANCO,562
MT,5107248,SANTA CARMEM,3855
MT,5107263,SANTO AFONSO,1174
MT,5107297,SÃO JOSÉ DO POVO,448
MT,5107305,SÃO JOSÉ DO RIO CLARO,4533
MT,5107354,SÃO JOSÉ DO XINGU,7460
MT,5107404,SÃO PEDRO DA CIPA,344
MT,5107578,RONDOLÂNDIA,12671
MT,5107602,RONDONÓPOLIS,4687
MT,5107701,ROSÁRIO OESTE,7170
MT,5107743,SANTA CRUZ DO XINGU,5652
MT,5107750,SALTO DO CÉU,1755
MT,5107768,SANTA RITA DO TRIVELATO,4735
MT,5107776,SANTA TEREZINHA,6467
MT,5107792,SANTO ANTÔNIO DO LESTE,3405
MT,5107800,SANTO ANTÔNIO DO LEVERGER,9442
MT,5107859,SÃO FÉLIX DO ARAGUAIA,16713
MT,5107875,SAPEZAL,13624
MT,5107883,SERRA NOVA DOURADA,1500
MT,5107909,SINOP,3942
MT,5107925,SORRISO,9348
MT,5107941,TABAPORÃ,8448
MT,5107958,TANGARÁ DA SERRA,11601
MT,5108006,TAPURAH,4489
MT,5108055,TERRA NOVA DO NORTE,2432
MT,5108105,TESOURO,4286
MT,5108204,TORIXORÉU,2398
MT,5108303,UNIÃO DO SUL,4582
MT,5108352,VALE DE SÃO DOMINGOS,1888
MT,5108402,VÁRZEA GRANDE,943
MT,5108501,VERA,2954
MT,5108600,VILA RICA,7431
MT,5108808,NOVA GUARITA,1114
MT,5108857,NOVA MARILÂNDIA,1936
MT,5108907,NOVA MARINGÁ,11556
MT,5108956,NOVA MONTE VERDE,5151
GO,5200050,ABADIA DE GOIÁS,147
GO,5200100,ABADIÂNIA,1045
GO,5200134,ACREÚNA,1566
GO,5200159,ADELÂNDIA,115
GO,5200175,ÁGUA FRIA DE GOIÁS,2029
GO,5200209,ÁGUA LIMPA,453
GO,5200258,ÁGUAS LINDAS DE GOIÁS,192
GO,5200308,ALEXÂNIA,848
GO,5200506,ALOÂNDIA,102
GO,5200555,ALTO HORIZONTE,504
GO,5200605,ALTO PARAÍSO DE GOIÁS,2594
GO,5200803,ALVORADA DO NORTE,1259
GO,5200829,AMARALINA,1343
GO,5200852,AMERICANO DO BRASIL,134
GO,5200902,AMORINÓPOLIS,409
GO,5201108,ANÁPOLIS,933
GO,5201207,ANHANGUERA,57
GO,5201306,ANICUNS,979
GO,5201405,APARECIDA DE GOIÂNIA,279
GO,5201454,APARECIDA DO RIO DOCE,602
GO,5201504,APORÉ,2900
GO,5201603,ARAÇU,149
GO,5201702,ARAGARÇAS,665
GO,5201801,ARAGOIÂNIA,219
GO,5202155,ARAGUAPAZ,2194
GO,5202353,ARENÓPOLIS,1075
GO,5202502,ARUANÃ,3055
GO,5202601,AURILÂNDIA,565
GO,5202809,AVELINÓPOLIS,174
GO,5203104,BALIZA,1785
GO,5203203,BARRO ALTO,1093
GO,5203302,BELA VISTA DE GOIÁS,1276
GO,5203401,BOM JARDIM DE GOIÁS,1900
GO,5203500,BOM JESUS DE GOIÁS,1405
GO,5203559,BONFINÓPOLIS,123
GO,5203575,BONÓPOLIS,1628
GO,5203609,BRAZABRANTES,123
GO,5203807,BRITÂNIA,1463
GO,5203906,BURITI ALEGRE,895
GO,5203939,BURITI DE GOIÁS,199
GO,5203962,BURITINÓPOLIS,247
GO,5204003,CABECEIRAS,1127
GO,5204102,CACHOEIRA ALTA,1655
GO,5204201,CACHOEIRA DE GOIÁS,423
GO,5204250,CACHOEIRA DOURADA,521
GO,5204300,CAÇU,2251
GO,5204409,CAIAPÔNIA,8635
GO,5204508,CALDAS NOVAS,1608
GO,5204557,CALDAZINHA,250
GO,5204607,CAMPESTRE DE GOIÁS,274
GO,5204656,CAMPINAÇU,1974
GO,5204706,CAMPINORTE,1067
GO,5204805,CAMPO ALEGRE DE GOIÁS,2463
GO,5204854,CAMPO LIMPO DE GOIÁS,160
GO,5204904,CAMPOS BELOS,724
GO,5204953,CAMPOS VERDES,442
GO,5205000,CARMO DO RIO VERDE,419
GO,5205059,CASTELÂNDIA,298
GO,5205109,CATALÃO,3821
GO,5205208,CATURAÍ,205
GO,5205307,CAVALCANTE,6954
GO,5205406,CERES,214
GO,5205455,CEZARINA,416
GO,5205471,CHAPADÃO DO CÉU,2185
GO,5205497,CIDADE OCIDENTAL,391
GO,5205513,COCALZINHO DE GOIÁS,1789
GO,5205521,COLINAS DO SUL,1708
GO,5205703,CÓRREGO DO OURO,462
GO,5205802,CORUMBÁ DE GOIÁS,1062
GO,5205901,CORUMBAÍBA,1884
GO,5206206,CRISTALINA,6164
GO,5206305,CRISTIANÓPOLIS,225
GO,5206404,CRIXÁS,4661
GO,5206503,CROMÍNIA,364
GO,5206602,CUMARI,571
GO,5206701,DAMIANÓPOLIS,415
GO,5206800,DAMOLÂNDIA,84
GO,5206909,DAVINÓPOLIS,481
GO,5207105,DIORAMA,687
GO,5207253,DOVERLÂNDIA,3222
GO,5207352,EDEALINA,604
GO,5207402,EDÉIA,1462
GO,5207501,ESTRELA DO NORTE,302
GO,5207535,FAINA,1946
GO,5207600,FAZENDA NOVA,1281
GO,5207808,FIRMINÓPOLIS,424
GO,5207907,FLORES DE GOIÁS,3709
GO,5208004,FORMOSA,5814
GO,5208103,FORMOSO,844
GO,5208152,GAMELEIRA DE GOIÁS,589
GO,5208301,DIVINÓPOLIS DE GOIÁS,831
GO,5208400,GOIANÁPOLIS,169
GO,5208509,GOIANDIRA,565
GO,5208608,GOIANÉSIA,1547
GO,5208707,GOIÂNIA,729
GO,5208806,GOIANIRA,213
GO,5208905,GOIÁS,3108
GO,5209101,GOIATUBA,2470
GO,5209150,GOUVELÂNDIA,825
GO,5209200,GUAPÓ,517
GO,5209291,GUARAÍTA,205
GO,5209408,GUARANI DE GOIÁS,1229
GO,5209457,GUARINOS,596
GO,5209606,HEITORAÍ,230
GO,5209705,HIDROLÂNDIA,954
GO,5209804,HIDROLINA,580
GO,5209903,IACIARA,1550
GO,5209937,INACIOLÂNDIA,688
GO,5209952,INDIARA,956
GO,5210000,INHUMAS,615
GO,5210109,IPAMERI,4369
GO,5210158,IPIRANGA DE GOIÁS,241
GO,5210208,IPORÁ,1026
GO,5210307,ISRAELÂNDIA,577
GO,5210406,ITABERAÍ,1457
GO,5210562,ITAGUARI,147
GO,5210604,ITAGUARU,240
GO,5210802,ITAJÁ,2091
GO,5210901,ITAPACI,956
GO,5211008,ITAPIRAPUÃ,2044
GO,5211206,ITAPURANGA,1276
GO,5211305,ITARUMÃ,3434
GO,5211404,ITAUÇU,384
GO,5211503,ITUMBIARA,2465
GO,5211602,IVOLÂNDIA,1258
GO,5211701,JANDAIA,864
GO,5211800,JARAGUÁ,1850
GO,5211909,JATAÍ,7174
GO,5212006,JAUPACI,527
GO,5212055,JESÚPOLIS,122
GO,5212105,JOVIÂNIA,445
GO,5212204,JUSSARA,4085
GO,5212253,LAGOA SANTA,459
GO,5212303,LEOPOLDO DE BULHÕES,473
GO,5212501,LUZIÂNIA,3961
GO,5212600,MAIRIPOTABA,467
GO,5212709,MAMBAÍ,847
GO,5212808,MARA ROSA,1688
GO,5212907,MARZAGÃO,222
GO,5212956,MATRINCHÃ,1151
GO,5213004,MAURILÂNDIA,390
GO,5213053,MIMOSO DE GOIÁS,1387
GO,5213087,MINAÇU,2861
GO,5213103,MINEIROS,9039
GO,5213400,MOIPORÁ,461
GO,5213509,MONTE ALEGRE DE GOIÁS,3120
GO,5213707,MONTES CLAROS DE GOIÁS,2904
GO,5213756,MONTIVIDIU,1870
GO,5213772,MONTIVIDIU DO NORTE,1333
GO,5213806,MORRINHOS,2846
GO,5213855,MORRO AGUDO DE GOIÁS,283
GO,5213905,MOSSÂMEDES,684
GO,5214002,MOZARLÂNDIA,1734
GO,5214051,MUNDO NOVO,2147
GO,5214101,MUTUNÓPOLIS,956
GO,5214408,NAZÁRIO,269
GO,5214507,NERÓPOLIS,204
GO,5214606,NIQUELÂNDIA,9843
GO,5214705,NOVA AMÉRICA,212
GO,5214804,NOVA AURORA,303
GO,5214838,NOVA CRIXÁS,7302
GO,5214861,NOVA GLÓRIA,413
GO,5214879,NOVA IGUAÇU DE GOIÁS,628
GO,5214903,NOVA ROMA,2136
GO,5215009,NOVA VENEZA,123
GO,5215207,NOVO BRASIL,650
GO,5215231,NOVO GAMA,195
GO,5215256,NOVO PLANALTO,1243
GO,5215306,ORIZONA,1973
GO,5215405,OURO VERDE DE GOIÁS,209
GO,5215504,OUVIDOR,414
GO,5215603,PADRE BERNARDO,3142
GO,5215652,PALESTINA DE GOIÁS,1321
GO,5215702,PALMEIRAS DE GOIÁS,1540
GO,5215801,PALMELO,59
GO,5215900,PALMINÓPOLIS,388
GO,5216007,PANAMÁ,434
GO,5216304,PARANAIGUARA,1154
GO,5216403,PARAÚNA,3779
GO,5216452,PEROLÂNDIA,1030
GO,5216809,PETROLINA DE GOIÁS,531
GO,5216908,PILAR DE GOIÁS,907
GO,5217104,PIRACANJUBA,2381
GO,5217203,PIRANHAS,2048
GO,5217302,PIRENÓPOLIS,2205
GO,5217401,PIRES DO RIO,1073
GO,5217609,PLANALTINA,2551
GO,5217708,PONTALINA,1437
GO,5218003,PORANGATU,4821
GO,5218052,PORTEIRÃO,604
GO,5218102,PORTELÂNDIA,557
GO,5218300,POSSE,2058
GO,5218391,PROFESSOR JAMIL,349
GO,5218508,QUIRINÓPOLIS,3789
GO,5218607,RIALMA,268
GO,5218706,RIANÁPOLIS,159
GO,5218789,RIO QUENTE,243
GO,5218805,RIO VERDE,8387
GO,5218904,RUBIATABA,748
GO,5219001,SANCLERLÂNDIA,497
GO,5219100,SANTA BÁRBARA DE GOIÁS,140
GO,5219209,SANTA CRUZ DE GOIÁS,1109
GO,5219258,SANTA FÉ DE GOIÁS,1169
GO,5219308,SANTA HELENA DE GOIÁS,1141
GO,5219357,SANTA ISABEL,807
GO,5219407,SANTA RITA DO ARAGUAIA,1356
GO,5219456,SANTA RITA DO NOVO DESTINO,956
GO,5219506,SANTA ROSA DE GOIÁS,164
GO,5219605,SANTA TEREZA DE GOIÁS,795
GO,5219704,SANTA TEREZINHA DE GOIÁS,1202
GO,5219712,SANTO ANTÔNIO DA BARRA,452
GO,5219738,SANTO ANTÔNIO DE GOIÁS,133
GO,5219753,SANTO ANTÔNIO DO DESCOBERTO,946
GO,5219803,SÃO DOMINGOS,3296
GO,5219902,SÃO FRANCISCO DE GOIÁS,416
GO,5220009,SÃO JOÃO D'ALIANÇA,3327
GO,5220058,SÃO JOÃO DA PARAÚNA,288
GO,5220108,SÃO LUÍS DE MONTES BELOS,826
GO,5220157,SÃO LUIZ DO NORTE,586
GO,5220207,SÃO MIGUEL DO ARAGUAIA,6149
GO,5220264,SÃO MIGUEL DO PASSA QUATRO,538
GO,5220280,SÃO PATRÍCIO,172
GO,5220405,SÃO SIMÃO,414
GO,5220454,SENADOR CANEDO,248
GO,5220504,SERRANÓPOLIS,5527
GO,5220603,SILVÂNIA,2349
GO,5220686,SIMOLÂNDIA,348
GO,5220702,SÍTIO D'ABADIA,1598
GO,5221007,TAQUARAL DE GOIÁS,204
GO,5221080,TERESINA DE GOIÁS,775
GO,5221197,TEREZÓPOLIS DE GOIÁS,107
GO,5221304,TRÊS RANCHOS,282
GO,5221403,TRINDADE,710
GO,5221452,TROMBAS,799
GO,5221502,TURVÂNIA,481
GO,5221551,TURVELÂNDIA,934
GO,5221577,UIRAPURU,1153
GO,5221601,URUAÇU,2142
GO,5221700,URUANA,523
GO,5221809,URUTAÍ,627
GO,5221858,VALPARAÍSO DE GOIÁS,61
GO,5221908,VARJÃO,519
GO,5222005,VIANÓPOLIS,954
GO,5222054,VICENTINÓPOLIS,737
GO,5222203,VILA BOA,1060
GO,5222302,VILA PROPÍCIO,2182
DF,5300108,BRASÍLIA,5761
